flower_binary,fruit_binary,year,day_of_the_year,dbh_cm,height_m
0,1,2021,333,14.5,10
0,1,2021,333,14.5,10
0,1,2021,333,14.5,9
0,1,2021,334,14.5,7.6
0,1,2021,334,14.5,7.8
0,1,2021,334,14.5,7.9
0,1,2021,342,14.5,7
0,1,2021,355,14.5,8
0,1,2022,115,14.5,6
0,0,2022,122,14.5,9
,1,2020,237,14.4,9
,1,2020,254,14.4,6
,,2020,322,14.3,
,1,2021,342,14.3,7.5
,,2020,320,14.2,
,1,2020,254,14.1,7
0,1,2021,332,14,8
0,0,2022,231,14,7
,,2020,342,14,8
0,1,2021,207,14,6
0,1,2021,332,14,7
0,1,2021,332,14,11
0,1,2021,332,14,13
0,0,2021,355,14,9
1,0,2022,122,14,7
,1,2020,343,14,5
0,0,2021,224,20,10
0,1,2021,284,14,8
0,1,2021,286,14,6
0,1,2021,334,14,8
0,1,2021,356,14,6
0,1,2022,113,14,6
,,2019,241,14,7
,,2020,146,14,7
,,2020,233,14,7
,,2020,238,14,8
,,2020,245,14,6
,,2020,247,14,
,1,2020,253,14,10
,1,2020,253,14,10
,1,2020,253,14,8
,,2020,254,14,10
,1,2020,254,14,11
,1,2020,254,14,10
,,2020,254,14,6
,,2020,266,14,14
,,2020,266,14,12
,,2020,272,14,10
,,2020,275,14,8
,,2020,275,14,7
,1,2020,316,14,7
,,2020,316,14,8
,,2020,316,14,7
,1,2020,316,14,8
,,2020,319,14,
,,2020,320,14,
,,2020,322,14,
0,0,2021,224,18,10
,,2021,85,14,10
,0,2021,85,14,5
0,0,2021,88,14,7
0,0,2021,88,14,8
,1,2021,239,27,12
,0,2021,91,14,9
,1,2021,239,22,15
1,,2021,96,14,8
0,0,2021,106,14,7
,,2021,118,14,
,1,2021,239,17,12
,1,2021,239,14,10
,,2021,239,12,8
0,0,2021,161,14,8
0,0,2021,161,14,9
0,0,2021,161,14,9
0,1,2021,161,14,8
0,0,2021,161,14,8
0,0,2021,162,14,7
,1,2021,239,10,12
,1,2021,239,9,5
0,1,2021,208,14,8
0,1,2021,208,14,8
0,1,2021,221,14,8
0,1,2021,222,14,8
0,1,2021,239,14,10.4
0,1,2021,239,14,12
0,0,2021,239,14,5
0,1,2021,239,14,9
,1,2021,239,8,7
,1,2021,244,14,7
,1,2021,244,14,7
0,1,2021,270,14,10
0,1,2021,270,14,8
0,1,2021,277,14,10
0,0,2021,277,14,9
0,1,2021,279,14,8
0,1,2021,280,14,9.2
0,1,2021,281,14,6
0,1,2021,281,14,11
0,1,2021,281,14,10
0,1,2021,281,14,9
0,1,2021,281,14,9
0,1,2021,284,14,7
0,1,2021,284,14,8
0,1,2021,284,14,7
0,1,2021,284,14,9.5
0,1,2021,284,14,11.2
0,1,2021,285,14,9
0,1,2021,285,14,8.5
0,1,2021,285,14,8
0,1,2021,285,14,8
0,1,2021,285,14,10
0,1,2021,285,14,8.5
0,1,2021,285,14,8.1
0,1,2021,285,14,8
0,1,2021,286,14,7
0,1,2021,297,14,8.7
0,1,2021,298,14,4.5
0,1,2021,322,14,8
0,1,2021,329,14,8
0,1,2021,333,14,7
0,1,2021,333,14,9
0,0,2021,333,14,8
0,1,2021,333,14,7
0,1,2021,333,14,9
0,1,2021,334,14,9
0,1,2021,334,14,10
0,1,2021,334,14,8.8
,1,2021,342,14,10
,1,2021,342,14,6
0,0,2021,355,14,7
0,1,2021,355,14,8
,1,2022,47,14,9
1,0,2022,47,14,9
1,0,2022,47,14,10
0,0,2022,47,14,7
0,0,2022,88,14,9
,,2021,239,7,10
0,1,2022,97,14,7
0,0,2022,97,14,6
0,1,2022,97,14,8
0,0,2022,98,14,11
0,1,2022,98,14,6
0,1,2022,98,14,14
0,0,2022,98,14,7
0,1,2022,98,14,7
0,1,2022,112,14,6
0,0,2022,112,14,5
0,1,2022,113,14,7
0,0,2022,113,14,6
0,0,2022,116,14,5
0,0,2022,116,14,7
1,0,2022,116,14,5
1,0,2022,116,14,5
0,0,2022,117,14,6
0,0,2022,117,14,6
0,0,2022,117,14,8
0,0,2022,117,14,7
0,0,2022,117,14,7
0,0,2022,117,14,7
0,0,2022,117,14,7
0,0,2022,117,14,6
0,0,2022,117,14,8
0,0,2022,118,14,7
0,0,2022,118,14,7
0,0,2022,118,14,6
0,0,2022,118,14,7
0,0,2022,118,14,7
0,0,2022,122,14,7
0,0,2022,122,14,5
0,0,2022,122,14,9
0,0,2022,123,14,8
0,0,2022,123,14,7
0,0,2022,123,14,8
0,1,2022,125,14,7
0,0,2022,178,14,
0,0,2022,179,14,10
0,0,2022,202,14,7
0,0,2022,203,14,7
0,1,2022,212,14,6
0,0,2022,217,14,6
0,1,2022,217,14,8
0,0,2022,217,14,9
0,1,2022,217,14,6
0,1,2022,217,14,8
0,1,2022,217,14,6
0,1,2022,221,14,7
0,1,2022,221,14,7
,1,2020,253,13.9,12
,,2020,253,13.9,5.5
,,2020,253,13.9,5.5
,,2020,248,13.8,
,,2020,320,13.8,
,,2020,283,13.7,
,,2020,283,13.7,
,,2020,320,13.7,
,,2020,320,13.7,
,,2020,322,13.7,
,1,2021,239,7,8
0,1,2021,224,13.5,9
0,1,2021,207,13.5,5
0,1,2021,208,13.5,7
0,1,2021,355,13.5,9
,1,2020,237,13.5,7
,1,2020,245,13.5,7
,1,2020,253,13.5,7
,,2020,283,13.5,
0,1,2021,207,13.5,6
0,1,2021,208,13.5,7
0,1,2021,211,13.5,6
0,1,2021,211,13.5,7
0,1,2021,221,13.5,8
0,1,2021,221,13.5,9
0,1,2021,222,13.5,7
0,1,2021,224,13.5,7
0,0,2021,238,13.5,9.5
0,1,2021,238,13.5,10
0,1,2021,238,13.5,8
0,1,2021,239,13.5,9
0,1,2021,265,13.5,7
0,1,2021,277,13.5,11.2
0,1,2021,280,13.5,11
0,1,2021,281,13.5,6.7
0,1,2021,284,13.5,10
0,1,2021,285,13.5,7.5
0,1,2021,285,13.5,8.6
0,1,2021,285,13.5,6
0,1,2021,286,13.5,7
0,1,2021,315,13.5,6.8
0,1,2021,333,13.5,12
0,1,2021,333,13.5,7.9
0,1,2021,334,13.5,10
0,1,2021,339,13.5,8
0,1,2021,342,13.5,7
0,1,2021,342,13.5,9
0,0,2021,355,13.5,6
0,1,2021,355,13.5,6
1,0,2022,47,13.5,8.4
0,0,2022,77,13.5,9
0,0,2022,89,13.5,9
0,0,2022,97,13.5,6
0,1,2022,97,13.5,6
0,0,2022,98,13.5,8
0,1,2022,112,13.5,7
0,0,2022,116,13.5,9
0,0,2022,123,13.5,5
0,0,2021,355,13.4,8
,,2020,248,13.4,
,,2020,283,13.4,
,,2020,320,13.4,
,,2020,322,13.4,
,,2020,330,13.4,
,1,2021,342,13.4,5
,,2020,283,13.2,
,,2020,283,13.2,
,1,2021,342,13.2,4
,1,2020,253,13.1,8.5
,1,2020,253,13.1,8
,,2020,283,13.1,
0,1,2021,162,13,8
0,0,2021,354,13,10
0,1,2021,207,13,7
0,1,2021,224,13,9
0,1,2021,285,13,8
0,1,2021,334,13,6
0,0,2021,355,13,8
0,1,2021,286,13,8
1,0,2021,341,13,6
,,2020,266,13,6
,0,2020,272,13,14
0,1,2021,222,13,6
0,1,2021,281,13,7
0,1,2021,285,13,7
0,1,2021,285,13,7
0,1,2021,285,13,6
0,0,2021,322,13,10
0,1,2021,334,13,13
0,0,2021,355,13,8
1,0,2022,116,13,7
,,2019,115,13,
,,2020,146,13,9
,,2020,238,13,8
,1,2020,240,13,8
,,2020,240,13,7
,,2020,245,13,7
,,2020,245,13,7
,,2020,245,13,9
,,2020,246,13,7
,1,2020,253,13,8
,0,2020,254,13,10
,1,2020,254,13,10
,,2020,255,13,7
,,2020,266,13,12
,,2020,273,13,8
,1,2020,316,13,6
,,2020,316,13,7
,,2020,316,13,7
,,2020,343,13,7
,,2021,8,13,10
0,0,2021,40,13,6
,,2021,239,7,10
,,2021,239,5,8
,1,2021,243,22,9
,,2021,85,13,8
,,2021,85,13,7
0,0,2021,85,13,10
,1,2021,243,16,7
,0,2021,91,13,6
,,2021,91,13,
,0,2021,196,,8
0,0,2021,96,13,9
0,0,2021,98,13,8
0,0,2021,98,13,7
0,0,2021,118,13,5
0,1,2021,123,13,7
0,1,2021,123,13,6
,1,2021,196,26,14
,,2021,196,23,10
,0,2021,196,17,8
,1,2021,196,14,8
,,2021,148,13,8
0,1,2021,207,13,4
0,1,2021,207,13,7
0,1,2021,207,13,6
0,1,2021,220,13,8
0,1,2021,221,13,6.5
0,1,2021,221,13,9
0,1,2021,224,13,9
0,1,2021,224,13,7
,0,2021,225,13,6
0,1,2021,238,13,7.3
0,1,2021,238,13,6
0,1,2021,238,13,8
0,1,2021,239,13,9
,,2021,244,13,6
0,1,2021,265,13,6
0,1,2021,266,13,7.6
0,1,2021,269,13,8
0,1,2021,279,13,7.2
0,1,2021,279,13,8
0,1,2021,281,13,9.5
0,1,2021,281,13,6
0,1,2021,284,13,9
0,1,2021,284,13,7
0,1,2021,284,13,8
0,1,2021,284,13,10.5
0,1,2021,284,13,6.9
0,0,2021,285,13,6
0,1,2021,285,13,6
0,1,2021,285,13,6.5
0,1,2021,285,13,8.5
0,1,2021,285,13,8
0,1,2021,285,13,7
0,0,2021,285,13,7.8
0,1,2021,285,13,9.5
0,1,2021,285,13,8.2
0,1,2021,285,13,8
0,1,2021,285,13,9
0,1,2021,315,13,7.2
0,1,2021,322,13,7
0,0,2021,322,13,10
,0,2021,330,13,7
0,1,2021,332,13,10
0,1,2021,332,13,9
0,1,2021,333,13,8.8
0,1,2021,333,13,9
0,1,2021,333,13,7
0,1,2021,334,13,9
0,1,2021,334,13,7
0,1,2021,334,13,10
0,1,2021,339,13,8.6
0,1,2021,339,13,7
0,1,2021,339,13,6.8
0,1,2021,340,13,6
0,1,2021,341,13,7
,0,2021,342,13,12
0,0,2021,355,13,8
0,0,2021,355,13,8
0,1,2021,356,13,12
,,2022,27,13,6
,0,2021,196,14,7
1,0,2022,47,13,6
1,0,2022,47,13,8
0,0,2022,77,13,10
0,0,2022,88,13,9
0,0,2022,89,13,7
0,0,2022,97,13,6
0,1,2022,97,13,5
0,1,2022,97,13,8
0,1,2022,98,13,5
0,1,2022,111,13,8
0,0,2022,116,13,10
0,0,2022,117,13,6
0,0,2022,117,13,5
0,0,2022,117,13,7
0,0,2022,117,13,6
0,0,2022,117,13,6
0,0,2022,117,13,9
0,0,2022,118,13,7
0,0,2022,118,13,7
0,0,2022,121,13,7
0,1,2022,121,13,6
0,0,2022,123,13,7
0,0,2022,123,13,6
0,0,2022,123,13,6
0,1,2022,165,13,6
0,0,2022,217,13,7
0,0,2022,217,13,7
0,1,2022,217,13,7
0,1,2022,217,13,7
0,0,2022,217,13,8
0,1,2022,217,13,6
0,0,2022,220,13,6
0,0,2022,221,13,7
0,0,2022,221,13,7
,,2020,254,13,
0,1,2021,224,13,
0,0,2022,112,13,
0,0,2022,163,13,7
,,2020,283,12.9,
,,2020,283,12.9,
,,2020,283,12.9,
,,2020,320,12.9,
,,2020,320,12.9,
,,2020,320,12.9,
,1,2020,237,12.8,7
,1,2020,253,12.8,6
,1,2020,253,12.8,6
,,2020,248,12.7,
,1,2020,254,12.7,5.5
,,2020,320,12.7,
,0,2021,196,14,8
0,0,2021,355,12.7,10
0,1,2021,161,12.5,6
0,0,2021,162,12.5,10
,1,2020,237,12.5,6.7
,1,2020,254,12.5,6
,0,2020,301,12.5,8
,1,2021,8,12.5,12
0,0,2021,117,12.5,6
0,0,2021,118,12.5,6
0,0,2021,123,12.5,7
0,1,2021,162,12.5,5.5
0,1,2021,207,12.5,8
0,1,2021,208,12.5,8
0,1,2021,211,12.5,6
0,1,2021,221,12.5,7
0,1,2021,222,12.5,6
,1,2021,238,12.5,8.5
0,1,2021,239,12.5,5.2
0,0,2021,259,12.5,9
0,1,2021,270,12.5,10
0,1,2021,277,12.5,6
0,0,2021,277,12.5,7.8
0,1,2021,279,12.5,8.8
0,,2021,279,12.5,12.5
0,1,2021,285,12.5,6
0,1,2021,286,12.5,7
0,1,2021,298,12.5,7.3
0,0,2021,333,12.5,8
0,0,2021,333,12.5,8
0,1,2021,333,12.5,12.5
0,1,2021,334,12.5,7
0,1,2021,340,12.5,7.2
0,1,2021,340,12.5,7
,1,2021,342,12.5,5
0,1,2021,356,12.5,7
1,0,2022,47,12.5,7.5
0,0,2022,47,12.5,8
0,0,2022,88,12.5,7
0,1,2022,113,12.5,4.5
0,0,2022,113,12.5,5
,,2020,283,12.4,
,,2020,319,12.4,
,,2020,330,12.4,
,,2019,107,12.3,5
,,2020,247,12.1,
,,2020,247,12.1,
,,2020,248,12.1,
,,2020,248,12.1,
,,2020,283,12.1,
,,2020,322,12.1,
,0,2021,196,10,5
,,2021,154,12,
0,0,2022,122,12,6
0,1,2021,285,12,7
0,0,2022,89,12,9
,,2019,53,12,10
,1,2020,316,12,6
1,,2021,71,12,12
0,1,2021,222,12,6
0,1,2021,278,12,5
0,1,2021,279,12,6
0,1,2021,285,12,6
0,1,2021,285,12,7
0,1,2021,333,12,8
0,1,2021,334,12,10
,0,2021,342,12,15
0,0,2021,355,12,8
,,2022,46,12,8
0,1,2022,213,12,6
0,0,2018,297,12,8
,1,2018,297,12,8
,1,2018,297,12,
,,2020,146,12,7
,,2020,146,12,7
,,2020,238,12,5
,,2020,238,12,7
,,2020,240,12,7
,,2020,240,12,8
,,2020,244,12,7
,1,2020,245,12,5.5
,,2020,245,12,7
,,2020,246,12,7
,1,2020,253,12,10
,,2020,253,12,8
,1,2020,253,12,
,1,2020,253,12,12
,,2020,253,12,11
,1,2020,254,12,8
,1,2020,254,12,6.5
,1,2020,254,12,10
,,2020,272,12,9
,,2020,315,12,7
,,2020,316,12,6
,1,2020,322,12,
,1,2020,331,12,6
,,2020,342,12,5
,,2020,342,12,6
,,2020,342,12,8
,,2020,342,12,7
,1,2021,281,10,8
,,2021,77,12,
,0,2021,85,12,7
,0,2021,91,12,5
,,2021,91,12,
0,0,2021,104,12,7
,,2021,105,12,
0,0,2021,106,12,6
0,0,2021,123,12,7
,1,2021,281,10,6
,,2021,308,,
,1,2021,327,30,20
,,2021,154,12,9
0,1,2021,163,12,7
0,1,2021,163,12,8
0,1,2021,207,12,8
0,1,2021,207,12,6
0,1,2021,208,12,6
,1,2021,218,12,5
0,1,2021,222,12,7
0,1,2021,238,12,8
,1,2021,327,25,14
0,1,2021,241,12,6.6
0,1,2021,250,12,6.1
0,0,2021,269,12,5
0,0,2021,276,12,5
0,1,2021,279,12,8.9
0,1,2021,279,12,7
0,1,2021,280,12,7
0,1,2021,281,12,5.6
0,1,2021,285,12,7
0,1,2021,285,12,11
0,0,2021,285,12,8
0,1,2021,286,12,6
0,1,2021,286,12,8
0,1,2021,286,12,5
0,0,2021,332,12,5.7
0,1,2021,332,12,9.4
0,1,2021,332,12,8.4
0,0,2021,332,12,9.8
0,1,2021,332,12,7
0,1,2021,333,12,6.8
0,1,2021,333,12,6.6
0,1,2021,333,12,6.6
0,1,2021,333,12,7.5
0,1,2021,333,12,8
0,1,2021,333,12,9
0,1,2021,334,12,9
0,1,2021,334,12,8
0,1,2021,339,12,7
0,1,2021,339,12,7
0,0,2021,340,12,4
0,1,2021,340,12,7
,1,2021,340,12,8
,,2021,330,,
0,1,2021,341,12,8.2
,1,2021,342,12,8
,1,2021,343,12,10
1,0,2022,77,12,5
0,0,2022,80,12,9
0,0,2022,82,12,9
0,0,2022,97,12,8
0,1,2022,98,12,6
0,1,2022,102,12,5
0,0,2022,112,12,7
0,0,2022,116,12,7
0,0,2022,117,12,6
0,0,2022,117,12,8
0,0,2022,117,12,8
0,0,2022,121,12,6
0,0,2022,121,12,6
0,0,2022,121,12,6
0,0,2022,121,12,6
0,0,2022,122,12,7
0,0,2022,122,12,6
0,0,2022,122,12,7
0,0,2022,122,12,6
0,0,2022,122,12,6
0,0,2022,123,12,5
0,0,2022,135,12,8
0,0,2022,164,12,6
0,0,2022,164,12,5
0,0,2022,165,12,5
0,1,2022,203,12,5
0,1,2022,203,12,7
0,1,2022,212,12,6
0,1,2022,217,12,8
0,0,2021,40,12,
0,1,2021,271,12,
,,2022,46,12,8
0,1,2022,95,12,
,,2020,283,11.9,
,,2020,283,11.9,
,,2020,283,11.9,
,,2020,319,11.9,
,,2020,247,11.8,
,1,2020,254,11.8,6
,,2020,283,11.8,
,,2020,283,11.8,
,,2020,283,11.8,
,,2020,320,11.8,
,0,2022,12,,10
,1,2020,253,11.7,7
,1,2020,253,11.7,8
,,2020,248,11.6,
,,2020,254,11.6,5.5
,,2020,283,11.6,
0,1,2021,222,11.5,8
0,1,2021,225,11.5,7
0,0,2021,265,11.5,6.5
,,2020,224,11.5,8
,,2020,248,11.5,
,,2020,283,11.5,
,,2020,320,11.5,
0,0,2021,118,11.5,6
0,0,2021,118,11.5,6
0,0,2021,122,11.5,8
0,0,2021,123,11.5,6
,0,2022,12,,
0,1,2021,207,11.5,9
0,1,2021,208,11.5,7.5
0,1,2021,238,11.5,8
0,1,2021,241,11.5,9
0,0,2021,269,11.5,7
0,1,2021,278,11.5,8.2
0,1,2021,284,11.5,9.3
0,1,2021,285,11.5,7
0,0,2021,333,11.5,11
0,1,2021,333,11.5,6.2
0,1,2021,334,11.5,7.2
0,1,2021,334,11.5,9.2
0,1,2021,339,11.5,5.4
0,1,2021,339,11.5,7.4
,1,2021,342,11.5,4
0,0,2022,89,11.5,7
0,0,2022,164,11.5,8
0,1,2022,203,11.5,6
0,0,2022,203,11.5,6
,1,2020,253,11.3,5.5
,1,2020,253,11.3,5.5
,,2020,283,11.3,
,1,2020,254,11.2,8
,1,2020,254,11.2,7
,,2020,247,11.1,
,1,2020,254,11.1,6.5
,,2020,273,11.1,7
,,2020,283,11.1,
,,2020,319,11.1,
,1,2020,254,11.1,
0,1,2021,332,11,10
0,0,2021,355,11,8
0,1,2021,284,11,8
,1,2019,185,11,
0,0,2021,162,11,7.5
0,0,2021,332,11,
,1,2020,237,11,7
,,2020,266,11,7
0,1,2021,222,11,6
0,1,2021,224,11,8
0,1,2021,224,11,8
0,1,2021,281,11,6
0,1,2021,286,11,8
0,1,2021,334,11,14
0,0,2022,118,11,7
,0,2018,248,11,6
,,2020,224,11,8
,,2020,238,11,7
,,2020,238,11,7
,,2020,240,11,6
,,2020,245,11,6
,,2020,245,11,7
,1,2020,253,11,10
,1,2020,253,11,11
,1,2020,253,11,11
,1,2020,253,11,11
,1,2020,254,11,8
,0,2020,254,11,7
,,2020,254,11,8
,,2020,254,11,8
,1,2020,254,11,12
,,2020,255,11,6
,0,2020,255,11,7
,1,2020,261,11,6
,,2020,266,11,6
,0,2020,272,11,9
,,2020,272,11,12
,0,2020,300,11,5
,,2020,301,11,9
,0,2020,316,11,7
,,2020,342,11,6
,1,2021,8,11,10
,1,2022,12,26,
,1,2022,12,26,
0,0,2021,84,11,6
,,2021,84,11,8
,,2021,85,11,6
,0,2021,85,11,6
,0,2021,85,11,7
0,0,2021,85,11,6
0,0,2021,85,11,8
,,2021,89,11,8
,,2021,91,11,
,1,2022,12,25,
0,0,2021,96,11,7
,,2021,105,11,
,,2021,118,11,
0,0,2021,123,11,6
0,1,2021,123,11,5
0,1,2021,123,11,6
,1,2022,12,20,10
,1,2022,12,18,
,1,2022,12,15,
,1,2022,12,10,
,0,2022,12,4,
0,0,2021,161,11,5
0,1,2021,162,11,6
0,1,2021,207,11,8
0,1,2021,207,11,8
0,1,2021,207,11,8
0,1,2021,207,11,8
0,1,2021,221,11,8
0,1,2021,222,11,6
0,1,2021,222,11,6.5
0,1,2021,222,11,6
0,1,2021,222,11,5
,1,2021,236,11,6
0,1,2021,239,11,6
1,1,2021,244,11,7
0,1,2021,251,11,6
0,1,2021,269,11,6
0,1,2021,270,11,8
0,1,2021,270,11,9
0,1,2021,270,11,8
0,1,2021,271,11,4
0,1,2021,279,11,8.8
0,1,2021,281,11,7.4
0,1,2021,281,11,12
0,1,2021,281,11,6
0,1,2021,284,11,7
0,1,2021,284,11,6
0,1,2021,284,11,7.8
0,1,2021,285,11,8
0,1,2021,285,11,5
0,1,2021,285,11,6.5
0,1,2021,285,11,9
0,1,2021,285,11,7
0,1,2021,285,11,6
0,0,2021,285,11,5
0,1,2021,285,11,6
0,0,2021,286,11,5
0,1,2021,286,11,6
0,1,2021,286,11,5
0,1,2021,332,11,10
0,1,2021,332,11,11.6
0,1,2021,332,11,8
0,1,2021,332,11,9
0,1,2021,332,11,6
0,1,2021,332,11,8
0,0,2021,333,11,6
,0,2021,333,11,5
0,0,2021,334,11,4.6
,1,2021,334,11,7
0,1,2021,334,11,
0,0,2021,339,11,6
0,1,2021,341,11,5
0,1,2021,341,11,5
,1,2021,342,11,7
,1,2021,343,11,7
0,1,2021,356,11,8
0,0,2022,47,11,6.8
1,0,2022,47,11,7.8
,,2022,47,11,7
0,0,2022,47,11,8
,,2021,327,,
0,0,2022,76,11,7
0,0,2022,79,11,10
0,0,2022,79,11,10
0,0,2022,80,11,9
0,0,2022,88,11,8
0,0,2022,89,11,7
0,0,2022,95,11,7
0,0,2022,96,11,7
0,0,2022,97,11,6
0,1,2022,112,11,8
0,1,2022,113,11,6
0,0,2022,116,11,7
0,0,2022,117,11,6
,,2022,117,11,6
0,0,2022,117,11,7
0,0,2022,117,11,5
0,0,2022,117,11,4
0,0,2022,117,11,8
0,0,2022,117,11,7
0,0,2022,117,11,7
0,0,2022,117,11,5
0,0,2022,117,11,6
0,0,2022,117,11,8.5
0,0,2022,117,11,7
0,0,2022,117,11,4
0,0,2022,118,11,6
1,0,2022,121,11,
1,0,2022,121,11,7
1,0,2022,121,11,7
0,0,2022,123,11,5
0,0,2022,123,11,6
0,0,2022,123,11,6
0,0,2022,152,11,5
0,0,2022,152,11,5
0,0,2022,164,11,8
0,0,2022,165,11,5
0,1,2022,203,11,6
0,0,2022,217,11,6
0,1,2022,217,11,5
0,0,2022,221,11,7
0,0,2022,221,11,8
0,0,2022,221,11,6
0,0,2022,221,11,6.5
,1,2021,342,11,
,1,2020,237,10.9,7
,1,2020,272,10.9,6
,1,2020,253,10.8,6
,1,2020,253,10.7,4.8
,1,2020,253,10.7,4.8
,,2020,254,10.7,6
,,2020,255,10.7,6
,,2020,272,10.7,5.4
,,2020,272,10.7,8
,,2020,320,10.7,
,,2020,322,10.7,
,1,2020,245,10.6,6
,1,2020,253,10.6,5
,1,2020,253,10.6,5
,,2020,272,10.6,6
1,0,2022,79,10.5,7
0,1,2021,222,10.5,4
0,1,2021,270,10.5,7
,,2019,107,10.5,5
,1,2020,237,10.5,6.8
,1,2020,253,10.5,5
,,2020,275,10.5,13
,,2020,283,10.5,
,,2020,283,10.5,
,,2020,322,10.5,
,,2020,322,10.5,
0,0,2021,118,10.5,5
0,1,2021,207,10.5,7
0,1,2021,207,10.5,5
0,1,2021,208,10.5,8
0,1,2021,221,10.5,7
0,1,2021,222,10.5,6
0,1,2021,222,10.5,
0,1,2021,237,10.5,6
0,0,2021,277,10.5,7
0,0,2021,279,10.5,7
0,1,2021,279,10.5,9.2
0,1,2021,279,10.5,6.4
0,1,2021,281,10.5,6
0,0,2021,284,10.5,6.5
0,0,2021,284,10.5,7
0,1,2021,284,10.5,5.6
0,1,2021,284,10.5,7.4
0,1,2021,285,10.5,6.5
0,1,2021,341,10.5,6
,0,2021,342,10.5,5
0,0,2022,76,10.5,10.6
0,0,2022,89,10.5,6
0,0,2022,89,10.5,8
,,2022,31,,
0,0,2022,118,10.5,6
0,0,2022,121,10.5,7
,1,2020,254,10.4,5
,,2020,254,10.4,6
,1,2020,253,10.2,7.5
,,2020,283,10.2,
,,2020,319,10.2,
0,1,2021,208,10,5
0,1,2021,284,10,6
,,2021,70,10,4
,,2022,31,,
,1,2020,343,10,8
0,0,2021,281,10,6
0,1,2021,285,10,7
0,1,2021,285,10,7
,,2020,146,10,6
,1,2020,237,10,6.5
,,2020,255,10,8
,,2020,266,10,7
,,2020,266,10,6
,,2021,69,10,
,1,2021,148,10,6
0,1,2021,280,10,6
0,1,2021,280,10,6
0,1,2021,284,10,7
0,1,2021,355,10,6
0,0,2022,88,10,5
0,1,2022,97,10,6
0,0,2022,122,10,6
,,2018,248,10,10
,0,2018,248,10,12
,1,2018,297,10,7
,0,2018,297,10,
,,2019,51,10,6
,,2019,115,10,
,,2020,146,10,5
,,2020,146,10,5
,1,2020,237,10,6
,,2020,238,10,7
,,2020,240,10,4
,,2020,244,10,
,1,2020,253,10,7
,,2020,253,10,8
,,2020,253,10,8
,,2020,253,10,10
,1,2020,253,10,5
,0,2020,254,10,7
,1,2020,254,10,8
,1,2020,254,10,8
,1,2020,254,10,8
,,2020,255,10,6
,,2020,273,10,7
,,2020,275,10,7
,,2020,275,10,5
0,0,2020,301,10,8
,1,2020,315,10,6
,,2020,315,10,8
,,2020,316,10,7
,,2020,316,10,6
,0,2020,338,10,8
,0,2020,338,10,10
,1,2020,338,10,12
,,2020,342,10,5
,,2020,342,10,7
0,0,2020,349,10,5
,0,2021,71,10,7
,,2022,31,,
,,2022,31,,
,,2021,75,10,
,,2021,75,10,
1,,2021,84,10,6
1,,2021,85,10,7
0,0,2021,85,10,6
0,0,2021,98,10,7
,,2021,105,10,
,,2021,105,10,
,,2021,105,10,
0,0,2021,122,10,5
0,0,2021,138,10,9
,0,2021,154,10,7
,0,2021,154,10,8
,,2022,31,,
0,1,2021,207,10,7.5
0,1,2021,208,10,6
0,1,2021,208,10,4
0,1,2021,211,10,4
0,1,2021,211,10,6
0,1,2021,221,10,7
0,1,2021,222,10,7
0,1,2021,222,10,4
0,1,2021,223,10,6
0,1,2021,224,10,7
0,1,2021,224,10,8
0,1,2021,225,10,5
0,1,2021,238,10,8.6
0,1,2021,239,10,6.8
,,2022,31,,
,,2021,244,10,6
0,1,2021,269,10,8
0,0,2021,269,10,6.5
0,0,2021,269,10,10
0,0,2021,269,10,8
0,1,2021,270,10,5
0,1,2021,277,10,6.8
0,0,2021,278,10,6.5
0,1,2021,281,10,7
0,1,2021,281,10,5
0,1,2021,281,10,4
0,1,2021,281,10,5
0,1,2021,281,10,4
1,,2022,47,21,
0,0,2022,47,16,8
0,1,2021,284,10,7.2
0,1,2021,284,10,8.5
0,1,2021,284,10,6.2
0,0,2021,284,10,5.5
0,0,2021,284,10,5.5
0,1,2021,284,10,8
0,1,2021,285,10,6
0,1,2021,285,10,7
0,1,2021,285,10,6
0,1,2021,285,10,6
0,0,2021,285,10,5
0,1,2021,285,10,6
0,1,2021,285,10,6.2
0,1,2021,285,10,5.2
0,1,2021,286,10,5
,1,2021,330,10,5
0,0,2021,332,10,7.2
0,1,2021,332,10,8
0,1,2021,332,10,9
0,1,2021,332,10,6
0,1,2021,332,10,8
0,1,2021,332,10,8
0,1,2021,332,10,8
0,0,2021,333,10,8
0,0,2021,333,10,8
0,0,2021,334,10,6
0,0,2021,334,10,6
0,1,2021,334,10,7
0,0,2021,334,10,8
,1,2021,342,10,6
0,0,2021,342,10,5
,,2021,342,10,10
,1,2021,342,10,5
0,1,2021,355,10,8
0,0,2021,355,10,9
,,2022,39,10,6
0,0,2022,47,10,6
1,0,2022,47,10,8
,,2022,47,11,
0,0,2022,76,10,6
0,0,2022,76,10,9
0,0,2022,77,10,9
0,0,2022,77,10,8
1,0,2022,79,10,6
0,0,2022,79,10,8
0,0,2022,79,10,8
0,0,2022,80,10,9
0,0,2022,80,10,8
1,0,2022,80,10,7
0,0,2022,88,10,8
0,0,2022,88,10,6
0,0,2022,88,10,6
0,0,2022,97,10,5
0,0,2022,112,10,6
0,1,2022,112,10,4
0,0,2022,116,10,7
0,0,2022,116,10,6
0,1,2022,117,10,4
0,0,2022,117,10,6
0,0,2022,118,10,5
0,0,2022,118,10,5
0,0,2022,123,10,5
